-0.7,-0.7,-0.4,-0.5,1000
-0.6,-0.7,-0.5,-0.6,1000
-0.57,-0.65,-0.53,-0.6,1000
-0.6,-0.7,-0.53,-0.61,500
-0.57,-0.65,-0.555,-0.635,5000
-0.5625,-0.643,-0.562,-0.6425,5000
-0.5623,-0.6429,-0.5621,-0.64275,10000-0.45,-0.7,-0.25,-0.59,1000
-2,-1.5,1,1.5,1000
-0.6,-0.7,-0.5,-0.6,1000
0.6,-0.65,-0.555,-0.635,1000
-2,-1.5,1,1.5,1000
-1,0,0,1,1000
-0.7,0.3,0.3,1,1000
-0.7,-0.7,-0.4,-0.5,1000

